item_name,month,year,price
Moong Dal,10,2008,129.65
Moong Dal,11,2008,130.09
Moong Dal,12,2008,128.4
Moong Dal,1,2007,121.46
Moong Dal,2,2007,122.64
Moong Dal,3,2007,123.07
Moong Dal,4,2007,123.96
Moong Dal,5,2007,121.38
Moong Dal,6,2007,114.74
Moong Dal,7,2007,112.44
Moong Dal,8,2007,109.05
Moong Dal,9,2007,127.96
Moong Dal,10,2007,125.7
Moong Dal,11,2007,125.38
Moong Dal,12,2007,122.87
Moong Dal,1,2007,129.03
Moong Dal,2,2007,130.65
Moong Dal,3,2007,130.98
Moong Dal,4,2007,131.79
Moong Dal,5,2007,130.41
Moong Dal,6,2007,125.92
Moong Dal,7,2007,123.19
Moong Dal,8,2007,120.67
Moong Dal,9,2007,111.26
Moong Dal,10,2007,107.88
Moong Dal,11,2007,106.36
Moong Dal,12,2007,133.48
Moong Dal,1,2006,121.07
Moong Dal,2,2006,124.85
Moong Dal,3,2006,110.3
Moong Dal,4,2006,132.96
Moong Dal,5,2006,131.16
Moong Dal,6,2006,128.3
Moong Dal,7,2006,122.5
Moong Dal,8,2006,118.0
Moong Dal,9,2006,120.81
Moong Dal,10,2006,122.94
Moong Dal,11,2006,123.06
Moong Dal,12,2006,121.24
Moong Dal,1,2006,122.87
Moong Dal,2,2006,129.17
Moong Dal,3,2006,108.97
Moong Dal,4,2006,132.25
Moong Dal,5,2006,108.25
Moong Dal,6,2006,107.45
Moong Dal,7,2006,132.13
Moong Dal,8,2006,128.04
Moong Dal,9,2006,130.41
Moong Dal,10,2006,132.38
Moong Dal,11,2006,131.11
Moong Dal,12,2006,129.39
Masur Whole,1,2016,174.44
Masur Whole,2,2016,174.22
Masur Whole,3,2016,174.03
Masur Whole,4,2016,169.25
Masur Whole,5,2016,171.9
Masur Whole,6,2016,161.12
Masur Whole,7,2016,166.31
Masur Whole,8,2016,164.25
Masur Whole,9,2016,164.07
Masur Whole,10,2016,164.1
Masur Whole,11,2016,165.3
Masur Whole,12,2016,165.26
Masur Whole,1,2017,158.81
Masur Whole,2,2017,173.99
Masur Whole,3,2017,170.67
Masur Whole,4,2017,165.45
Masur Whole,5,2017,157.87
Masur Whole,6,2017,150.26
Masur Whole,7,2017,153.96
Masur Whole,8,2017,174.18
Masur Whole,9,2017,175.75
Masur Whole,10,2017,176.01
Masur Whole,11,2017,152.56
Masur Whole,12,2017,152.56
Masur Whole,1,2018,176.87
Masur Whole,2,2018,176.87
Masur Whole,3,2018,174.51
Masur Whole,4,2018,175.71
Masur Whole,5,2018,176.83
Masur Whole,6,2018,171.75
Masur Whole,7,2018,177.54
Masur Whole,8,2018,174.63
Masur Whole,9,2018,173.96
Masur Whole,10,2018,170.52
Masur Whole,11,2018,152.56
Masur Whole,12,2018,152.56
Masur Whole,1,2019,177.05
Masur Whole,2,2019,170.93
Masur Whole,3,2019,179.18
Masur Whole,4,2019,175.26
Masur Whole,5,2019,155.71
Masur Whole,6,2019,159.85
Masur Whole,7,2019,163.73
Masur Whole,8,2019,152.56
Masur Whole,9,2019,152.56
Masur Whole,10,2019,152.56
Masur Whole,11,2019,152.56
Masur Whole,12,2019,152.56
Masur Whole,1,2014,153.25
Masur Whole,2,2014,177.99
Masur Whole,3,2014,177.72
Masur Whole,4,2014,179.85
Masur Whole,5,2014,175.15
Masur Whole,6,2014,173.77
Masur Whole,7,2014,176.16
Masur Whole,8,2014,155.19
Masur Whole,9,2014,164.89
Masur Whole,10,2014,153.1
Masur Whole,11,2014,157.39
Masur Whole,12,2014,162.84
Masur Whole,1,2013,156.23
Masur Whole,2,2013,155.22
Masur Whole,3,2013,154.63
Masur Whole,4,2013,155.75
Masur Whole,5,2013,161.46
Masur Whole,6,2013,161.75
Masur Whole,7,2013,161.75
Masur Whole,8,2013,161.19
Masur Whole,9,2013,159.25
Masur Whole,10,2013,164.81
Masur Whole,11,2013,153.02
Masur Whole,12,2013,153.02
Masur Whole,1,2012,161.9
Masur Whole,2,2012,161.9
Masur Whole,3,2012,161.19
Masur Whole,4,2012,165.71
Masur Whole,5,2012,176.72
Masur Whole,6,2012,173.4
Masur Whole,7,2012,179.7
Masur Whole,8,2012,152.61
Masur Whole,9,2012,158.77
Masur Whole,10,2012,159.55
Masur Whole,11,2012,159.51
Masur Whole,12,2012,158.25
Masur Whole,1,2011,166.83
Masur Whole,2,2011,167.99
Masur Whole,3,2011,168.21
Masur Whole,4,2011,166.87
Masur Whole,5,2011,162.87
Masur Whole,6,2011,162.39
Masur Whole,7,2011,163.02
Masur Whole,8,2011,162.39
Masur Whole,9,2011,163.21
Masur Whole,10,2011,163.17
Masur Whole,11,2011,161.79
Masur Whole,12,2011,158.54
Masur Whole,1,2010,169.74
Masur Whole,2,2010,162.76
Masur Whole,3,2010,175.3
Masur Whole,4,2010,156.94
Masur Whole,5,2010,173.62
Masur Whole,6,2010,171.34
Masur Whole,7,2010,179.07
Masur Whole,8,2010,171.08
Masur Whole,9,2010,162.61
Masur Whole,10,2010,161.01
Masur Whole,11,2010,167.99
Masur Whole,12,2010,167.69
Masur Whole,1,2009,173.21
Masur Whole,2,2009,160.56
Masur Whole,3,2009,161.16
Masur Whole,4,2009,176.57
Masur Whole,5,2009,156.94
Masur Whole,6,2009,163.25
Masur Whole,7,2009,166.01
Masur Whole,8,2009,168.73
Masur Whole,9,2009,169.74
Masur Whole,10,2009,171.31
Masur Whole,11,2009,171.27
Masur Whole,12,2009,171.27
Masur Whole,1,2008,160.45
Masur Whole,2,2008,158.54
Masur Whole,3,2008,163.69
Masur Whole,4,2008,170.22
Masur Whole,5,2008,176.04
Masur Whole,6,2008,157.28
Masur Whole,7,2008,166.72
Masur Whole,8,2008,175.45
Masur Whole,9,2008,165.45
Masur Whole,10,2008,170.15
Masur Whole,11,2008,171.64
Masur Whole,12,2008,173.36
Masur Whole,1,2007,125.63
Masur Whole,2,2007,125.04
Masur Whole,3,2007,133.36
Masur Whole,4,2007,142.28
Masur Whole,5,2007,145.07
Masur Whole,6,2007,148.69
Masur Whole,7,2007,160.11
Masur Whole,8,2007,159.07
Masur Whole,9,2007,164.59
Masur Whole,10,2007,164.96
Masur Whole,11,2007,166.12
Masur Whole,12,2007,160.82
Masur Whole,1,2006,117.01
Masur Whole,2,2006,115.52
Masur Whole,3,2006,121.46
Masur Whole,4,2006,132.01
Masur Whole,5,2006,139.66
Masur Whole,6,2006,130.86
Masur Whole,7,2006,130.34
Masur Whole,8,2006,128.4
Masur Whole,9,2006,128.51
Masur Whole,10,2006,125.04
Masur Whole,11,2006,126.12
Masur Whole,12,2006,126.6
Gram Dal,1,2016,173.12
Gram Dal,2,2016,168.82999999999998
Gram Dal,3,2016,169.0
Gram Dal,4,2016,154.25
Gram Dal,5,2016,169.39
Gram Dal,6,2016,167.05
Gram Dal,7,2016,169.95999999999998
Gram Dal,8,2016,160.14
Gram Dal,9,2016,170.06
Gram Dal,10,2016,162.58999999999995
Gram Dal,11,2016,176.3
Gram Dal,12,2016,171.89999999999998
Gram Dal,1,2017,177.48000000000002
Gram Dal,2,2017,150.86
Gram Dal,3,2017,171.24
Gram Dal,4,2017,167.02999999999997
Gram Dal,5,2017,163.8
Gram Dal,6,2017,159.3
Gram Dal,7,2017,153.37
Gram Dal,8,2017,150.07
Gram Dal,9,2017,155.51
Gram Dal,10,2017,154.52999999999997
Gram Dal,11,2017,143.53980769230768
Gram Dal,12,2017,143.53980769230768
Gram Dal,1,2018,155.37
Gram Dal,2,2018,171.05
Gram Dal,3,2018,166.51
Gram Dal,4,2018,153.34
Gram Dal,5,2018,173.88
Gram Dal,6,2018,169.17
Gram Dal,7,2018,171.76
Gram Dal,8,2018,175.7
Gram Dal,9,2018,177.77
Gram Dal,10,2018,151.79
Gram Dal,11,2018,143.53980769230768
Gram Dal,12,2018,143.53980769230768
Gram Dal,1,2019,165.49
Gram Dal,2,2019,165.99
Gram Dal,3,2019,165.51999999999998
Gram Dal,4,2019,164.8
Gram Dal,5,2019,167.77999999999997
Gram Dal,6,2019,170.38
Gram Dal,7,2019,170.76
Gram Dal,8,2019,143.53980769230768
Gram Dal,9,2019,143.53980769230768
Gram Dal,10,2019,143.53980769230768
Gram Dal,11,2019,143.53980769230768
Gram Dal,12,2019,143.53980769230768
Gram Dal,1,2014,165.74
Gram Dal,2,2014,161.03
Gram Dal,3,2014,159.97
Gram Dal,4,2014,160.75
Gram Dal,5,2014,158.41
Gram Dal,6,2014,155.3
Gram Dal,7,2014,154.27
Gram Dal,8,2014,154.85
Gram Dal,9,2014,156.73
Gram Dal,10,2014,157.12
Gram Dal,11,2014,156.05
Gram Dal,12,2014,157.62
Gram Dal,1,2013,151.33
Gram Dal,2,2013,167.06
Gram Dal,3,2013,163.62
Gram Dal,4,2013,155.19
Gram Dal,5,2013,176.9
Gram Dal,6,2013,175.13
Gram Dal,7,2013,171.14
Gram Dal,8,2013,167.0
Gram Dal,9,2013,169.78
Gram Dal,10,2013,170.09
Gram Dal,11,2013,169.32
Gram Dal,12,2013,168.9
Gram Dal,1,2012,167.9
Gram Dal,2,2012,167.53
Gram Dal,3,2012,170.08
Gram Dal,4,2012,165.96
Gram Dal,5,2012,176.96
Gram Dal,6,2012,160.86
Gram Dal,7,2012,171.27
Gram Dal,8,2012,165.55
Gram Dal,9,2012,169.57
Gram Dal,10,2012,166.13
Gram Dal,11,2012,162.31
Gram Dal,12,2012,160.81
Gram Dal,1,2011,138.82
Gram Dal,2,2011,142.46
Gram Dal,3,2011,143.1
Gram Dal,4,2011,141.35
Gram Dal,5,2011,140.71
Gram Dal,6,2011,140.99
Gram Dal,7,2011,146.86
Gram Dal,8,2011,157.06
Gram Dal,9,2011,177.16
Gram Dal,10,2011,165.26
Gram Dal,11,2011,166.59
Gram Dal,12,2011,166.61
Gram Dal,1,2010,146.65
Gram Dal,2,2010,139.31
Gram Dal,3,2010,135.37
Gram Dal,4,2010,133.63
Gram Dal,5,2010,132.52
Gram Dal,6,2010,131.07
Gram Dal,7,2010,131.93
Gram Dal,8,2010,134.03
Gram Dal,9,2010,132.03
Gram Dal,10,2010,132.81
Gram Dal,11,2010,134.79
Gram Dal,12,2010,137.24
Gram Dal,1,2009,137.68
Gram Dal,2,2009,135.65
Gram Dal,3,2009,134.54
Gram Dal,4,2009,135.57
Gram Dal,5,2009,135.85
Gram Dal,6,2009,135.85
Gram Dal,7,2009,142.59
Gram Dal,8,2009,147.2
Gram Dal,9,2009,145.43
Gram Dal,10,2009,144.0
Gram Dal,11,2009,144.12
Gram Dal,12,2009,146.09
Gram Dal,1,2008,131.34
Gram Dal,2,2008,131.71
Gram Dal,3,2008,141.52
Gram Dal,4,2008,143.13
Gram Dal,5,2008,141.12
Gram Dal,6,2008,140.52
Gram Dal,7,2008,142.77
Gram Dal,8,2008,144.46
Gram Dal,9,2008,144.59
Gram Dal,10,2008,144.84
Gram Dal,11,2008,143.04
Gram Dal,12,2008,139.4
Gram Dal,1,2007,150.79
Gram Dal,2,2007,144.78
Gram Dal,3,2007,137.53
Gram Dal,4,2007,136.29
Gram Dal,5,2007,134.91
Gram Dal,6,2007,132.48
Gram Dal,7,2007,132.55
Gram Dal,8,2007,134.32
Gram Dal,9,2007,134.5
Gram Dal,10,2007,134.86
Gram Dal,11,2007,135.46
Gram Dal,12,2007,134.8
Gram Dal,1,2006,109.52
Gram Dal,2,2006,108.64
Gram Dal,3,2006,107.93
Gram Dal,4,2006,112.32
Gram Dal,5,2006,119.14
Gram Dal,6,2006,123.73
Gram Dal,7,2006,124.22
Gram Dal,8,2006,127.29
Gram Dal,9,2006,148.71
Gram Dal,10,2006,163.51
Gram Dal,11,2006,162.85
Gram Dal,12,2006,158.65
Rajmah,1,2016,161.76
Rajmah,2,2016,155.81
Rajmah,3,2016,155.37
Rajmah,4,2016,164.2
Rajmah,5,2016,151.15
Rajmah,6,2016,154.19
Rajmah,7,2016,160.03
Rajmah,8,2016,153.26
Rajmah,9,2016,151.07
Rajmah,10,2016,154.4
Rajmah,11,2016,156.09
Rajmah,12,2016,145.13
Rajmah,1,2017,150.59
Rajmah,2,2017,154.94
Rajmah,3,2017,146.71
Rajmah,4,2017,154.41
Rajmah,5,2017,157.17
Rajmah,6,2017,151.5
Rajmah,7,2017,143.81
Rajmah,8,2017,145.87
Rajmah,9,2017,150.18
Rajmah,10,2017,147.8
Rajmah,11,2017,143.37
Rajmah,12,2017,143.37
Rajmah,1,2018,144.45
Rajmah,2,2018,163.57
Rajmah,3,2018,158.65
Rajmah,4,2018,151.34
Rajmah,5,2018,149.78
Rajmah,6,2018,152.09
Rajmah,7,2018,150.76
Rajmah,8,2018,159.29
Rajmah,9,2018,156.8
Rajmah,10,2018,160.93
Rajmah,11,2018,143.37
Rajmah,12,2018,143.37
Rajmah,1,2019,149.17
Rajmah,2,2019,147.15
Rajmah,3,2019,164.46
Rajmah,4,2019,162.94
Rajmah,5,2019,144.5
Rajmah,6,2019,143.3
Rajmah,7,2019,143.15
Rajmah,8,2019,143.37
Rajmah,9,2019,143.37
Rajmah,10,2019,143.37
Rajmah,11,2019,143.37
Rajmah,12,2019,143.37
Rajmah,1,2014,146.16
Rajmah,2,2014,153.69
Rajmah,3,2014,151.26
Rajmah,4,2014,149.09
Rajmah,5,2014,162.48
Rajmah,6,2014,147.18
Rajmah,7,2014,146.34
Rajmah,8,2014,160.87
Rajmah,9,2014,150.01
Rajmah,10,2014,149.26
Rajmah,11,2014,164.63
Rajmah,12,2014,153.19
Rajmah,1,2013,153.31
Rajmah,2,2013,153.73
Rajmah,3,2013,161.04
Rajmah,4,2013,163.19
Rajmah,5,2013,147.15
Rajmah,6,2013,147.7
Rajmah,7,2013,149.55
Rajmah,8,2013,146.17
Rajmah,9,2013,151.85
Rajmah,10,2013,155.12
Rajmah,11,2013,162.54
Rajmah,12,2013,153.11
Rajmah,1,2012,152.55
Rajmah,2,2012,149.21
Rajmah,3,2012,157.8
Rajmah,4,2012,147.47
Rajmah,5,2012,160.1
Rajmah,6,2012,144.64
Rajmah,7,2012,146.71
Rajmah,8,2012,163.9
Rajmah,9,2012,148.97
Rajmah,10,2012,150.79
Rajmah,11,2012,154.82
Rajmah,12,2012,147.6
Rajmah,1,2011,153.07
Rajmah,2,2011,152.73
Rajmah,3,2011,150.95
Rajmah,4,2011,149.25
Rajmah,5,2011,148.15
Rajmah,6,2011,148.04
Rajmah,7,2011,149.6
Rajmah,8,2011,155.27
Rajmah,9,2011,154.24
Rajmah,10,2011,144.6
Rajmah,11,2011,145.18
Rajmah,12,2011,161.72
Rajmah,1,2010,145.1
Rajmah,2,2010,155.78
Rajmah,3,2010,150.36
Rajmah,4,2010,152.67
Rajmah,5,2010,153.63
Rajmah,6,2010,154.84
Rajmah,7,2010,155.1
Rajmah,8,2010,150.64
Rajmah,9,2010,150.04
Rajmah,10,2010,152.73
Rajmah,11,2010,153.52
Rajmah,12,2010,150.61
Rajmah,1,2009,153.04
Rajmah,2,2009,151.86
Rajmah,3,2009,150.05
Rajmah,4,2009,151.01
Rajmah,5,2009,148.35
Rajmah,6,2009,144.68
Rajmah,7,2009,144.4
Rajmah,8,2009,153.09
Rajmah,9,2009,149.4
Rajmah,10,2009,148.18
Rajmah,11,2009,155.75
Rajmah,12,2009,149.07
Rajmah,1,2008,159.43
Rajmah,2,2008,158.69
Rajmah,3,2008,159.9
Rajmah,4,2008,158.58
Rajmah,5,2008,159.76
Rajmah,6,2008,160.65
Rajmah,7,2008,143.88
Rajmah,8,2008,151.45
Rajmah,9,2008,155.05
Rajmah,10,2008,150.33
Rajmah,11,2008,148.78
Rajmah,12,2008,145.93
Rajmah,1,2007,149.96
Rajmah,2,2007,147.32
Rajmah,3,2007,145.44
Rajmah,4,2007,164.46
Rajmah,5,2007,163.1
Rajmah,6,2007,160.76
Rajmah,7,2007,162.55
Rajmah,8,2007,163.29
Rajmah,9,2007,157.88
Rajmah,10,2007,154.71
Rajmah,11,2007,157.1
Rajmah,12,2007,157.97
Rajmah,1,2006,136.29
Rajmah,2,2006,136.15
Rajmah,3,2006,137.55
Rajmah,4,2006,141.03
Rajmah,5,2006,142.39
Rajmah,6,2006,144.28
Rajmah,7,2006,147.06
Rajmah,8,2006,146.5
Rajmah,9,2006,145.01
Rajmah,10,2006,149.98
Rajmah,11,2006,150.1
Rajmah,12,2006,144.92
Horse Gram (Kulthi),1,2016,115.58
Horse Gram (Kulthi),2,2016,109.91
Horse Gram (Kulthi),3,2016,111.69
Horse Gram (Kulthi),4,2016,107.88
Horse Gram (Kulthi),5,2016,100.75
Horse Gram (Kulthi),6,2016,105.52
Horse Gram (Kulthi),7,2016,107.47
Horse Gram (Kulthi),8,2016,105.99
Horse Gram (Kulthi),9,2016,107.57
Horse Gram (Kulthi),10,2016,118.96
Horse Gram (Kulthi),11,2016,122.44
Horse Gram (Kulthi),12,2016,133.77
Horse Gram (Kulthi),1,2017,110.06
Horse Gram (Kulthi),2,2017,120.97
Horse Gram (Kulthi),3,2017,136.9
Horse Gram (Kulthi),4,2017,138.8
Horse Gram (Kulthi),5,2017,124.93
Horse Gram (Kulthi),6,2017,119.2
Horse Gram (Kulthi),7,2017,126.11
Horse Gram (Kulthi),8,2017,136.03
Horse Gram (Kulthi),9,2017,127.47
Horse Gram (Kulthi),10,2017,135.16
Horse Gram (Kulthi),11,2017,96.6
Horse Gram (Kulthi),12,2017,96.6
Horse Gram (Kulthi),1,2018,119.82
Horse Gram (Kulthi),2,2018,114.74
Horse Gram (Kulthi),3,2018,108.72
Horse Gram (Kulthi),4,2018,136.97
Horse Gram (Kulthi),5,2018,137.17
Horse Gram (Kulthi),6,2018,116.86
Horse Gram (Kulthi),7,2018,117.36
Horse Gram (Kulthi),8,2018,117.36
Horse Gram (Kulthi),9,2018,117.36
Horse Gram (Kulthi),10,2018,117.36
Horse Gram (Kulthi),11,2018,96.6
Horse Gram (Kulthi),12,2018,96.6
Horse Gram (Kulthi),1,2019,125.71
Horse Gram (Kulthi),2,2019,113.45
Horse Gram (Kulthi),3,2019,133.7
Horse Gram (Kulthi),4,2019,126.68
Horse Gram (Kulthi),5,2019,108.89
Horse Gram (Kulthi),6,2019,118.79
Horse Gram (Kulthi),7,2019,108.5
Horse Gram (Kulthi),8,2019,96.6
Horse Gram (Kulthi),9,2019,96.6
Horse Gram (Kulthi),10,2019,96.6
Horse Gram (Kulthi),11,2019,96.6
Horse Gram (Kulthi),12,2019,96.6
Horse Gram (Kulthi),1,2014,107.33
Horse Gram (Kulthi),2,2014,133.15
Horse Gram (Kulthi),3,2014,132.22
Horse Gram (Kulthi),4,2014,139.9
Horse Gram (Kulthi),5,2014,104.29
Horse Gram (Kulthi),6,2014,95.66
Horse Gram (Kulthi),7,2014,105.52
Horse Gram (Kulthi),8,2014,138.99
Horse Gram (Kulthi),9,2014,135.17
Horse Gram (Kulthi),10,2014,131.07
Horse Gram (Kulthi),11,2014,130.31
Horse Gram (Kulthi),12,2014,131.36
Horse Gram (Kulthi),1,2013,92.07
Horse Gram (Kulthi),2,2013,93.5
Horse Gram (Kulthi),3,2013,90.66
Horse Gram (Kulthi),4,2013,94.86
Horse Gram (Kulthi),5,2013,97.67
Horse Gram (Kulthi),6,2013,111.99
Horse Gram (Kulthi),7,2013,134.79
Horse Gram (Kulthi),8,2013,87.07
Horse Gram (Kulthi),9,2013,89.86
Horse Gram (Kulthi),10,2013,98.23
Horse Gram (Kulthi),11,2013,96.52
Horse Gram (Kulthi),12,2013,107.95
Horse Gram (Kulthi),1,2012,81.81
Horse Gram (Kulthi),2,2012,87.79
Horse Gram (Kulthi),3,2012,81.7
Horse Gram (Kulthi),4,2012,86.32
Horse Gram (Kulthi),5,2012,88.27
Horse Gram (Kulthi),6,2012,98.24
Horse Gram (Kulthi),7,2012,85.57
Horse Gram (Kulthi),8,2012,95.56
Horse Gram (Kulthi),9,2012,86.4
Horse Gram (Kulthi),10,2012,82.09
Horse Gram (Kulthi),11,2012,84.82
Horse Gram (Kulthi),12,2012,91.59
Horse Gram (Kulthi),1,2011,95.59
Horse Gram (Kulthi),2,2011,101.21
Horse Gram (Kulthi),3,2011,101.02
Horse Gram (Kulthi),4,2011,80.94
Horse Gram (Kulthi),5,2011,84.3
Horse Gram (Kulthi),6,2011,90.98
Horse Gram (Kulthi),7,2011,81.63
Horse Gram (Kulthi),8,2011,91.97
Horse Gram (Kulthi),9,2011,97.36
Horse Gram (Kulthi),10,2011,83.53
Horse Gram (Kulthi),11,2011,104.71
Horse Gram (Kulthi),12,2011,97.74
Horse Gram (Kulthi),1,2010,93.72
Horse Gram (Kulthi),2,2010,111.01
Horse Gram (Kulthi),3,2010,92.6
Horse Gram (Kulthi),4,2010,85.42
Horse Gram (Kulthi),5,2010,81.21
Horse Gram (Kulthi),6,2010,100.32
Horse Gram (Kulthi),7,2010,90.54
Horse Gram (Kulthi),8,2010,102.42
Horse Gram (Kulthi),9,2010,89.32
Horse Gram (Kulthi),10,2010,85.62
Horse Gram (Kulthi),11,2010,91.53
Horse Gram (Kulthi),12,2010,92.87
Horse Gram (Kulthi),1,2009,85.7
Horse Gram (Kulthi),2,2009,84.91
Horse Gram (Kulthi),3,2009,92.92
Horse Gram (Kulthi),4,2009,98.82
Horse Gram (Kulthi),5,2009,99.37
Horse Gram (Kulthi),6,2009,100.07
Horse Gram (Kulthi),7,2009,92.96
Horse Gram (Kulthi),8,2009,105.23
Horse Gram (Kulthi),9,2009,94.7
Horse Gram (Kulthi),10,2009,94.34
Horse Gram (Kulthi),11,2009,110.46
Horse Gram (Kulthi),12,2009,105.03
Horse Gram (Kulthi),1,2008,86.31
Horse Gram (Kulthi),2,2008,87.57
Horse Gram (Kulthi),3,2008,88.81
Horse Gram (Kulthi),4,2008,91.96
Horse Gram (Kulthi),5,2008,91.51
Horse Gram (Kulthi),6,2008,93.8
Horse Gram (Kulthi),7,2008,80.37
Horse Gram (Kulthi),8,2008,80.39
Horse Gram (Kulthi),9,2008,82.06
Horse Gram (Kulthi),10,2008,86.78
Horse Gram (Kulthi),11,2008,87.71
Horse Gram (Kulthi),12,2008,84.82
Horse Gram (Kulthi),1,2007,104.63
Horse Gram (Kulthi),2,2007,101.17
Horse Gram (Kulthi),3,2007,101.36
Horse Gram (Kulthi),4,2007,104.91
Horse Gram (Kulthi),5,2007,81.54
Horse Gram (Kulthi),6,2007,81.16
Horse Gram (Kulthi),7,2007,82.06
Horse Gram (Kulthi),8,2007,85.24
Horse Gram (Kulthi),9,2007,97.21
Horse Gram (Kulthi),10,2007,89.31
Horse Gram (Kulthi),11,2007,96.78
Horse Gram (Kulthi),12,2007,95.87
Horse Gram (Kulthi),1,2006,104.63
Horse Gram (Kulthi),2,2006,101.17
Horse Gram (Kulthi),3,2006,101.36
Horse Gram (Kulthi),4,2006,104.91
Horse Gram (Kulthi),5,2006,81.54
Horse Gram (Kulthi),6,2006,81.16
Horse Gram (Kulthi),7,2006,82.06
Horse Gram (Kulthi),8,2006,85.24
Horse Gram (Kulthi),9,2006,97.21
Horse Gram (Kulthi),10,2006,89.31
Horse Gram (Kulthi),11,2006,96.78
Horse Gram (Kulthi),12,2006,95.87
